paragraph_id,article_id,heading,text
AIA_0003_0011,AIA_0003,# **Что такое ПИФ и какими они бывают**,"**Паевые инвестиционные фонды** (ПИФ) ещё называют коллективными инвестициями. Потому что деньги инвесторов сначала собираются в общий фонд, и на них приобретаются разные активы. Сам фонд принадлежит тем, кто вложил деньги — пайщикам — а управляет им, покупает и продаёт активы, управляющая компания (УК). Но делает это она по заранее объявленной стратегии фонда. Вложив деньги в фонд, инвестор получает в нём паи на сумму своего взноса.
То есть инвестиционный пай — это ценная бумага, которая подтверждает право собственности на долю имущества инвестиционного фонда.
У пая нет номинальной стоимости, как у акции или облигации. Цена пая определяется по стоимости принадлежащих фонду активов (СЧА — стоимость чистых активов), разделённой на количество выданных паёв, — это называется расчётной стоимостью. Если активы в фонде дорожают, то растёт и расчётная стоимость пая.
Ликвидность паёв, возможность продать или купить их, зависит от типа паевого фонда. Фонды бывают:
-
открытые — их паи можно покупать у управляющей компании или погашать каждый день в определённое время по расчётной цене;
-
интервальные — покупка и погашение паёв возможны только в промежутки времени (интервалы), установленные правилами фонда;
-
закрытые — купить их паи можно у УК только при формировании фонда, а погасить — только когда фонд закрывается. До их погашения продать паи такого фонда на бирже можно, только если это прописано в правилах доверительного управления фондом;
-
биржевые — паи этих фондов управляющие компании выводят на биржу, поэтому купить и продать их можно как любую биржевую ценную бумагу без участия УК.
При этом тип паевого инвестиционного фонда может измениться с закрытого на интервальный или на открытый, только если это изменение будет внесено в правила доверительного управления фондом.
И прежде чем инвестировать в ПИФ, стоит [проверить на сайте Банка России](https://www.cbr.ru/registries/?CF.Search=%D0%BF%D0%B0%D0%B5%D0%B2%D1%8B&CF.TagId=&CF.Date.Time=Any&CF.Date.DateFrom=&CF.Date.DateTo=), что фонд входит в Государственный реестр паевых инвестиционных фондов, а у управляющей компании есть лицензия.
Закрытые фонды выглядят самыми сложными для частных инвесторов. А неквалифицированным инвесторам доступна только небольшая часть зарегистрированных ЗПИФ. Об особенностях закрытых фондов рассказываем дальше."
AIA_0003_0012,AIA_0003,# **Как работают закрытые фонды**,"Паевые инвестиции в недвижимость — землю, здания, комплексы — разрешены только для закрытых ПИФ. Поэтому большинство ЗПИФ созданы именно для этого: они покупают на деньги фонда здания и сдают их в аренду.
Управляющая компания фонда занимается управлением недвижимостью, чтобы она приносила доход. А сам доход, например платежи за аренду, распределяют между инвесторами — это называется рента, и в этом интерес инвестора.
Вся информация о фонде содержится в специальном документе, который называется «Ключевой информационный документ о паевом инвестиционном фонде». Там инвестор может ознакомиться со стратегией, рисками, основные результатами инвестирования, комиссией и другой информацией.
Когда доход от аренды или в виде дивидендов (промежуточные выплаты) поступает на счёт фонда, расчётная стоимость пая возрастает. Как только эти доходы распределяются между инвесторами, расчётная стоимость пая (при прочих равных условиях) — снижается.
Рента может выплачиваться не всегда. Например, если здания никто не арендует из-за пандемии или других причин, доходов нет, и инвесторы ничего не получают. Либо правилами фонда вообще не предусмотрена выплата промежуточного дохода."
AIA_0003_0013,AIA_0003,# **Как и где купить паи ЗПИФ**,"Закрытыми фонды называются потому, что у них есть ограничения для покупки и продажи паёв.
ЗПИФам необходим «целевой объём средств» для покупки определённых объектов недвижимости, поэтому паи можно приобрести только пока компания собирает деньги в фонд. Как только нужная сумма собрана, управляющая компания прекращает продавать паи и не гасит их до закрытия фонда.
Иногда правила фонда разрешают обращение паёв на вторичном рынке, если предусмотрен досрочный выход пайщика из фонда. Но по закону сама УК не может выкупать паи, поэтому инвесторы должны искать себе покупателей, например на внебиржевом рынке.
Покупать и продавать паи ЗПИФов непросто. Сделка возможна, только если найдутся продавец и покупатель. А также если цена, по которой инвестор готов продать актив, совпадёт с ценой, по которой кто-то его хочет купить.
Но если УК зарегистрировала свой фонд на бирже, то задача упрощается — инвестор выставляет заявку на продажу пая через брокера. Сейчас на Мосбирже уже обращаются паи десятков закрытых паевых фондов.
Ещё одним ограничением для инвесторов является уровень квалификации инвестора и стоимость пая. У Банка России разные требования к активам ЗПИФ для квалифицированных и неквалифицированных инвесторов. Поэтому паи многих фондов просто недоступны неквалифицированным инвесторам."
AIA_0004_0014,AIA_0004,# **Производные финансовые инструменты**,"Производные финансовые инструменты или деривативы — это не сами финансовые инструменты или активы (акции, облигации, нефть, золото, валюта и т .д.), а лишь договорённость о будущей сделке с ними. Ещё можно сказать, что производный финансовый инструмент — это договорённость о сделке, привязанной к цене активов в будущем.
Сама сделка и расчёты по деривативам происходят позже, в назначенный срок — поэтому такие контракты и называются срочными — а вот условия сделки фиксируются сразу. Например:
вам через полгода понадобятся доллары. И есть тот, кто готов через полгода продать их по 60 ₽. Вы же думаете, что курс доллара к тому моменту будет выше, поэтому заключаете контракт на покупку 1000 $ через полгода по 60 ₽. Вы надеетесь выиграть от роста доллара.
Самые популярные производные финансовые инструменты — это биржевые фьючерсы и опционы. Они торгуются на срочной секции Московской биржи.
Это финансовые инструменты для продвинутых инвесторов. Потенциальные риски из-за изменения рыночной цены на базовые активы есть у всех участников сделки: если кто-то из них получит убыток — ни биржа, ни брокер его не возместят."
AIA_0004_0015,AIA_0004,# **Что такое фьючерс**,"Обязательство провести сделку с активом — нефтью, золотом или акциями — по определённой цене в конкретную дату называется **фьючерсным контрактом** или **фьючерсом**. В дату его исполнения продавец обязан передать владельцу контракта актив, а тот обязан этот актив купить. Такой фьючерс называют поставочным.
Это важная деталь: поставочный фьючерсный контракт предполагает реальную поставку товара (нефть, золото) или ценных бумаг (акций, облигаций). Но сейчас большинство фьючерсов на бирже расчётные: контракты исполняются без актива, инвестор получает денежную разницу между текущей ценой актива и ценой в контракте. То есть инвестор получает прибыль либо убыток, но не сам актив. Некоторые фьючерсы, например на индексы или процентные ставки, могут быть только расчётными.
Вот, как выглядит фьючерсный контракт на примере с долларом:
Сейчас доллар стоит 60 ₽ и есть тот, кто готов через полгода продать его по 63 ₽. Вы же думаете, что курс вырастет ещё сильнее, поэтому заключаете контракт с другим участником на покупку 1000 $ через полгода по курсу 63 ₽.
Если вы угадали и доллар за полгода подорожает, например до 66 ₽, вам 1000 $ достанутся дешевле рынка. Но если доллар будет стоить 58 ₽, вам всё равно придётся купить их по 63 ₽ и оказаться в убытке.
В примере описан поставочный контракт. При исполнении расчётного фьючерса каждая сторона получит (или потеряет) денежную разницу между ценой в контракте и реальной ценой.
Фьючерсные контракты заключаются только на бирже, она же проводит и расчёты по ним. Условия контрактов стандартизованы по базовым активам, их количеству и качеству, срокам исполнения.
Важно, что отказаться от сделки по фьючерсному контракту стороны не могут. Но фьючерс можно продать на бирже, если рынок пойдёт против ваших ожиданий.
При совпадении цены заявок на покупку и продажу фьючерса биржа заключает фьючерсный контракт и утверждает его цену. По таким сделкам и определяется текущая цена фьючерса. Это похоже на торги ценными бумагами — их биржевая цена тоже определяется по результатам торгов.
Но фьючерс — не ценная бумага, как акция или облигация. Его никто не выпускает. Можно сказать, что фьючерсные контракты на бирже создают сами трейдеры, выставляя заявки на покупку или продажу стандартного биржевого контракта со своей ценой базового актива на дату исполнения. Фактически делают ценовой прогноз.
Если инвестор проводит сделку с фьючерсным контрактом (или любым другим ПФИ) на акции и по этим акциям положены дивиденды, инвесторам они не выплачиваются. Ведь чтобы эмитент смог выплатить дивиденды, ему нужны данные владельца самой акции, а фьючерс, как мы уже писали — это обычная договорённость о сделке, а не реальное владение активами."
AIA_0004_0016,AIA_0004,# **Сколько нужно денег для торговли фьючерсами**,"Поскольку фьючерс — это только обязательство провести сделку в будущем, он ничего не стоит. В момент «покупки» или «продажи» фьючерса стороны контракта не платят и не получают денег за него. Когда говорят про цену или стоимость фьючерса, речь идёт о цене исполнения этого контракта в будущем, а не о том, сколько нужно заплатить прямо сейчас.
Но средства для таких сделок инвестору всё равно нужны, ведь бирже нужна гарантия, что вы в будущем сможете выполнить этот контракт — для этого брокер заблокирует на счёте сумму примерно в 10% от стоимости фьючерса. Ставку рассчитывает биржа и публикует сумму гарантийного обеспечения по каждому фьючерсу в его карточке.
Гарантийное обеспечение блокируется на счетах обоих участников фьючерсной сделки, пока контракт не закроется. Эта сумма ежедневно пересчитывается биржей, она может расти и падать в зависимости от цены фьючерса и изменения рисков по нему.
Помните, что при инвестировании во фьючерсы надо следить за тем, чтобы на счёте было достаточно средств для увеличения гарантийного обеспечения по открытой позиции. Чтобы увеличить обеспечение, вы можете пополнить брокерский счёт или продать (докупить) активы.
Фьючерсный контракт можно покупать и продавать на бирже вплоть до даты его исполнения. Но и без сделок фьючерс приносит инвестору доход или убыток.
Дважды в день биржа проводит промежуточные расчёты по незакрытым фьючерсным контрактам. Этот момент называют клиринг. Торги в это время останавливаются, и биржа по каждому фьючерсу фиксирует сложившуюся на торгах цену: вычисляет разницу между ней и ценой предыдущего клиринга. Это называется вариационная маржа. Она зачисляется на счёт «выигравшей» стороны и списывается у «проигравшей» из суммы гарантийного обеспечения.
При росте фьючерса выигрывает его покупатель, при падении — продавец.
Если падает цена базового актива, например акций, дешевеет и фьючерс на них. Его владелец несёт убыток из-за списания вариационной маржи и изменения гарантийного обеспечения. При нехватке средств брокер предупредит, что надо пополнить счёт. Если этого не сделать, даже при закрытии позиции баланс счёта может стать отрицательным. Если цена актива резко упала, а на счёте нет денег для пополнения гарантийного обеспечения или образовалась задолженность — брокер имеет право принудительно закрыть позицию по фьючерсу."
AIA_0004_0017,AIA_0004,# **Что такое опционы**,"**Опцион** — это контракт между продавцом и покупателем, на покупку какого-либо актива по определённой цене и в оговорённый срок. Но он отличается от фьючерса тем, что выполнение сделки обязательно только для одного участника опционного контракта — его продавца.
То есть, если вы продали поставочный опцион на акции, — вы будете обязаны по требованию покупателя опциона продать ему акции по цене, предусмотренной контрактом. Но у покупателя нет встречного обязательства эти акции купить.
Чтобы уравновесить выгоды и риски сторон, в опционных сделках предусмотрена премия продавцу опциона. Ведь покупатель имеет право отказаться от контракта, если условия окажутся невыгодны, а у продавца такого права нет.
Получается, что для продавца опционного контракта условия хуже, у него больше рисков в этой сделке: так как покупатель может потерять только уплаченную за контракт премию, а риск продавца — это разница в цене контракта и цене на момент его исполнения. Риски продавца ничем не ограничены.
Опционы бывают разных типов.
Самый популярный контракт на рынке — колл-опцион или опцион на покупку. Его покупают, чтобы заработать на росте цены актива в будущем.
По колл-опциону инвестор имеет право в будущем купить ценные бумаги по цене опционного контракта, но может отказаться от сделки, если цена ему невыгодна. Вот, как это выглядит на примере.
Инвестор решил заработать на росте акций компании «ХХХ», но он не тратится на покупку самих акций, а заключает опционный контракт: через полгода он купит 1000 акций «ХХХ» по сегодняшнему курсу 1050 ₽. За это право инвестор заплатит продавцу премию, например 10 000 ₽.
Если цена вырастет до 1070 ₽, контракт окажется выгодным. Инвестору акции достанутся по 1050 ₽, а продать их на рынке он сможет за 1070 ₽ и заработает на их росте.
Разница между покупкой и продажей составит (1070 — 1050) х 1000 = 20 000 ₽. Финансовый результат составит: 20 000 — 10 000 = 10 000 ₽ (без учёта уплачиваемых комиссий).
Но если цена упадёт до 1045 ₽, то контракт будет невыгоден — ведь на рынке акции дешевле. В этом случае инвестор не станет исполнять контракт, а продавец оставит себе полученную премию (10 000 ₽).
О том, что такое премия и как она списывается, расскажем ниже.
Пут-опцион (опцион на продажу) — контракт, дающий право продать активы по оговорённой цене. Его покупают, если хотят заработать на падении цены в будущем
Инвестор считает, что цена на акции «ХХХ» через полгода упадёт, поэтому он заключает опционный контракт: через полгода он продаст 1000 акций по сегодняшнему курсу 1050 ₽.
Если через полгода цена акции вырастет до 1070 ₽ — контракт окажется невыгодным. На рынке инвестор может продать акции дороже, чем по контракту. Если же цена акции действительно упала до 1020 ₽, то по контракту инвестор продаст их дороже.
Чаще всего опционы покупают для того, чтобы застраховаться от возможных убытков по сделкам с реальными активами. Например, пут-опцион на ваши ценные бумаги страхует портфель от просадок из-за падения котировок. Опционы пут и колл торгуются отдельно, поскольку по этим опционам разная премия.
Наиболее распространены опционы, основой которых является фьючерсный контракт. Купив такой опцион, в дату его исполнения инвестор получит не базовый актив — акции, облигации и т. д., а фьючерсный контракт на этот актив. Его можно будет продать или дождаться его исполнения.
Опционы, для которых базовым активом являются фьючерсы, называются опционами фьючерсного типа или маржируемыми опционами. На Срочной секции Московской биржи продаются в основном маржируемые опционы, и порядок расчётов по ним похож на расчёты по фьючерсным контрактам через вариационную маржу."
AIA_0004_0018,AIA_0004,# **Сколько денег нужно для торговли опционами**,"Ценой опционного контракта, по сути, выступает премия продавцу опциона, которую покупатель заплатит независимо от того, будет в итоге исполнен контракт или нет. Сумма премии — это те деньги, которые потеряет покупатель, если контракт не исполнится. А вот для продавца опциона премия — это гарантированный доход. Премия определяется в ходе биржевых торгов опционами.
Покупатель обычного опциона сразу платит премию продавцу и гарантийное обеспечение от него не требуется, биржа резервирует обеспечение только у продавца опциона.
А вот при сделке с маржируемым опционом премия у покупателя списывается не в момент покупки, а постепенно — за счёт механизма вариационной маржи, аналогично расчётам по фьючерсам. Поэтому брокер резервирует гарантийное обеспечение и у покупателя тоже — до момента исполнения контракта или продажи опциона.
Биржа рассчитывает вариационную маржу на основе цены заключённой сделки и расчётной цены опциона два раза в день: с 14:00 до 14:05 и с 18:50 до 19:05 по мск. Расчётная цена опциона — это «справедливая» цена опциона, которую биржа рассчитывает по своим формулам. Если расчётная цена выше цены сделки — инвестор получает доход и ему начисляется вариационная маржа, а если ниже — инвестор получает убыток, а маржа у него списывается. К дате исполнения опциона за счёт вариационной маржи покупатель опциона постепенно выплачивает продавцу всю сумму премии.
Инвестору нужно следить за размером гарантийного обеспечения по опционам, поскольку оно меняется вместе с изменением цен на рынке."
AIA_0005_0019,AIA_0005,# **Что такое маржинальная торговля**,"Инвесторы могут торговать на бирже не только на свои средства, но и пользоваться деньгами или ценными бумагами брокера.
В профессиональной среде такие операции называются **торговлей с плечом, торговлей с непокрытой позицией или маржинальной торговлей.**
Маржинальная торговля — это торговля с использованием заёмных средств (или ценных бумаг) брокера. Цель такой торговли — заработать больше, чем только на свои."
AIA_0005_0020,AIA_0005,# **Что такое лонг и шорт**,"Маржинальная торговля в **лонг** (long или «длинная позиция») — это ситуация, когда инвестор в расчёте на рост котировок берёт у брокера дополнительные деньги на покупку определённых ценных бумаг. Подорожавшие бумаги будут проданы, деньги возвращены брокеру, а у инвестора остаётся доход — разница между ценой покупки и продажи.
Торговля в **шорт** (short или «короткая позиция») работает наоборот: инвестор в расчёте на падение котировок берёт в долг у брокера ценные бумаги и продаёт их. Чтобы вернуть их брокеру, бумаги придётся затем купить на рынке. Доход инвестора — разница между ценой продажи и покупки бумаг. Маржинальная продажа сопряжена с большими рисками: размер убытков не ограничен и может превышать объём средств, которые находятся на брокерском счёте. И такие убытки инвестору никто не возместит — ни АСВ, ни гарантийный фонд.
Торговля с использованием заёмных средств брокера всегда сопряжена с дополнительными рисками и возможными убытками. Если расчёты инвестора не оправдаются, то при маржинальной сделке он потеряет больше денег, чем при торговле на собственные деньги. Вот как это выглядит на примере:
Инвестор покупает 10 акций «Крупного банка» за 30 000 рублей. Через пару дней акции падают на 20%.
**Если инвестор торгует на свои.** Инвестор продаёт акции за 24 000 рублей. Его убыток — 6000 рублей.
**Если инвестор торгует за счёт брокера.** Инвестор покупает 10 акций за счёт своих средств и ещё 10 акций за счёт денег брокера. Всего у него на счёте 20 акций стоимостью 60 000 рублей. Через пару дней эти акции стоят только 48 000 рублей, а брокеру нужно вернуть 30 000 рублей. Убыток инвестора в два раза больше — 12 000 рублей.
Мы сделали расчёт без учёта комиссий брокера за сделки и использование заёмных средств. На практике посчитать финансовый результат сделки без этих данных невозможно.
Для защиты инвесторов от больших убытков при маржинальной торговле брокеры позволяют открыть только такие маржинальные позиции, по которым инвестор точно сможет расплатиться не уходя в долги, превышающие его собственные средства. И поэтому брокеры внимательно следят за рисками. Для этого рассчитываются такие показатели, как ликвидный портфель клиента, ставки риска и маржа (начальная и минимальная)."
AIA_0005_0021,AIA_0005,# **Чем обеспечены маржинальные сделки**,"Ликвидный портфель — это «подушка безопасности». Она показывает брокеру, что у инвестора есть обеспечение на случай неудачи в сделке. От размера портфеля будет зависеть, сколько средств брокер даст вам в долг.
Ликвидный портфель состоит из свободных денег (рублей), валюты или ликвидных ценных бумаг по текущим ценам. Ликвидные ценные бумаги — это бумаги, которые можно быстро купить или продать.
Когда инвестор открывает маржинальную позицию, его ликвидный портфель меняется — в него добавляются купленные в долг бумаги и вычитается сам долг (для сделок лонг, а для шорта будет наоборот).
Пример:
Стоимость ликвидного портфеля — 150 000 ₽. Инвестор взял в долг 10 лотов акций на 35 000 рублей. Эти бумаги добавились в его ликвидный портфель, а сумма обязательств вычлась из него. В момент сделки это выглядит так:
150 000 + 35 000 − 35 000 = 150 000 ₽.
А дальше стоимость портфеля будет постоянно пересчитываться в зависимости от цены бумаг в нём. Падение котировок бумаг или вывод денег со счёта уменьшают ваш ликвидный портфель."
AIA_0005_0022,AIA_0005,# **Сколько можно получить в долг у брокера**,"Чтобы рассчитать, сколько именно денег или бумаг можно вам одолжить, брокер производит вычисления на основе специальных коэффициентов (ставок риска) для ликвидных ценных бумаг. Для сделок лонг и шорт ставки риска разные.
По каждой ценной бумаге в вашем ликвидном портфеле вычисляется **начальная маржа** — стоимость бумаг умножается на коэффициент риска по ним. А потом начальная маржа всего ликвидного портфеля сравнивается с его стоимостью, и если стоимость портфеля выше — маржинальная сделка возможна. А её размер будет зависеть именно от этой разницы. А если стоимость портфеля ниже начальной маржи, то совершать сделки, которые увеличат разницу между ними нельзя.
Для выбранной вами ценной бумаги максимальный размер маржинальной сделки вычисляется как стоимость вашего ликвидного портфеля за вычетом начальной маржи портфеля, разделённая на ставку риска этой ценной бумаги.
Как это выглядит на практике:
Ликвидный портфель инвестора стоит 60 000 ₽: 30 000 ₽ и 300 акций компании «АВС» ещё на 30 000 ₽. Сейчас инвестор хочет купить акции «Большого банка» по 1200 ₽ в расчёте на их рост.
Чтобы открыть маржинальную позицию, брокер вычисляет начальную маржу ликвидного портфеля инвестора по акциям «АВС». Ставка риска по ним — 0,3. Начальная маржа портфеля: 30 000 ₽ × 0,3 = 9000 ₽.
Сколько же брокер готов дать на акции «Большого банка»?
-
отнимем начальную маржу от стоимости ликвидного портфеля: 60 000 − 9000 = 51 000 ₽
-
разделим этот результат на коэффициент риска «Большого банка» (0,5).
51 000/0,5 = 102 000 ₽ — максимальная сумма, которую даст брокер на покупку акций «Большого банка». В штуках это 85 бумаг."
AIA_0005_0023,AIA_0005,# **Что такое маржин-колл**,"Эта ситуация возникает, когда сделка не оправдала надежд инвестора. Ведь после покупки (или продажи) акций в долг начинается самое интересное: стоимость вашего ликвидного портфеля постоянно меняется вместе с котировками бумаг в нём, точно так же пересчитывается значение начальной маржи и другого связанного с ней показателя — **минимальной маржи.**
Этот показатель — важнейший ориентир для брокера. Ситуация, когда стоимость ликвидного портфеля падает ниже минимальной маржи, называется маржин-колл.
Ликвидный портфель выступает обеспечением для маржинальных сделок. Если обеспечения не будет хватать и стоимость ликвидного портфеля станет ниже уровня минимальной маржи — будет маржин-колл. И потом брокер может принудительно закрыть позицию клиента. Поэтому инвестору важно следить за стоимостью ликвидного портфеля и вовремя пополнять счёт.
По сути, **маржин-колл** — это предупреждение инвестора о том, что стоимость ликвидного портфеля стала ниже минимальной маржи. В этот момент инвестор ещё может просто увеличить портфель до уровня минимальной маржи, добавив на свой счёт средства или активы. Но сделать это нужно как можно скорее. И ситуация разрешится.
Зачем брокер это делает? Как это снижает риски? Само по себе закрытие позиций и продажа активов из портфеля никак не влияет на его стоимость, зато уменьшает уровень начальной маржи. Потому что брокер переводит активы с риском (ценные бумаги) в безрисковые рубли. Давайте посмотрим на примере:
У инвестора в портфеле 90 акций стоимостью 250 ₽ и коэффициентом риска 0,5. Стоимость ликвидного портфеля упала до 5000 ₽, при этом:
Начальная маржа: 90 × 250 ₽ × 0,5 = 11 250 ₽. Минимальная маржа: = 5625 ₽
Таким образом, если ликвидный портфель стал меньше уровня минимальной маржи, значит, наступил маржин-колл. И тут у инвестора два варианта:
Первый — внести деньги на брокерский счёт и увеличить ликвидный портфель. Если добавить на счёт хотя бы 650 ₽, стоимость портфеля превысит минимальную маржу, а акции останутся в нём.
Второй — ничего не делать, тогда брокер сам уменьшит уровень начальной маржи до уровня ликвидного портфеля, продавая бумаги из него. В нашем примере начальную маржу в 11 250 ₽ нужно снизить хотя бы до 5000 ₽. Чтобы это сделать, брокер продаст 50 акций на сумму 12 500 ₽. Тогда начальная маржа станет 40 × 250 ₽ × 0,5 = 5000 ₽ и сравняется со стоимостью ликвидного портфеля.
Заметьте разницу: ситуация выравнивается добавлением на счёт 650 ₽ или продажей активов на 12 500 ₽."
AIA_0006_0024,AIA_0006,# **Что такое сделки РЕПО**,"**РЕПО** (repurchase agreement) — это соглашение о выкупе.
Это двойная сделка — продажа актива с обязательством обратного выкупа его через определённое время. То есть одна из сторон сделки — покупатель — на время становится владельцем актива, но обязана продать его обратно. Это не залог, а именно переход права собственности, купля-продажа. Поэтому РЕПО состоит из двух частей, и исполнение обеих этих частей обязательно для заключивших сделку.
Рассмотрим, как это работает:
Например, вам срочно потребовался 1 млн рублей на неделю с 1 по 7 октября. Чтобы привлечь деньги на время, вы решили заключить сделку РЕПО.
-
Первая часть. У вас есть 1100 акций компании «ХХХ», которые 1 октября стоят по 1000 рублей. Так как вам срочно нужны деньги, вы продаёте их покупателю чуть дешевле — все акции за 1 миллион рублей, подписывая сразу и вторую часть сделки РЕПО. По ней вы обязуетесь купить эти же акции обратно 7 октября, но чуть дороже — за 1,02 миллиона рублей.
И наоборот — если по первой части договора вы купили ценную бумагу, то вы обязуетесь продать такую же ценную бумагу.
-
Вторая часть. Через неделю 7 октября вы возвращаете 1,02 млн рублей покупателю акций и получаете от него обратно 1100 акций компании «ХХХ». Это тоже сделка купли-продажи, но проходит она по заранее зафиксированной 1 октября цене, а не по текущей цене этих акций.
Для того, кто на время продал свои бумаги, сделка называется «прямое РЕПО», а для купившего бумаги — «обратное РЕПО». На фондовом рынке покупателями бумаг по сделкам РЕПО чаще всего выступают брокеры.
Продавец акций по прямому РЕПО обязан выкупить их обратно по заранее оговорённой цене, даже если акции подешевели и цена уже невыгодная.
То же самое касается покупателя по обратному РЕПО — он обязан продать акции прежнему владельцу по заранее оговорённой цене, даже если акции за время подорожали и ему это стало выгодно."
AIA_0006_0025,AIA_0006,# **В чём выгода сделки РЕПО**,"В примере вы наверняка заметили, что для получения 1 млн рублей пришлось продать больше акций, чем на 1 млн рублей по текущей цене. Конечно, ведь сделка должна быть выгодна обеим сторонам, поэтому обычно в ней применяется начальный дисконт к текущей цене бумаг. И покупателю по первой части сделки они достаются дешевле рынка. Это даёт ему дополнительную уверенность, что и продавцу будет выгодно выкупить акции обратно, и он выполнит вторую часть сделки.
Вы также заметили, что стоимость обратной сделки чуть выше, чем стоимость первой продажи. В неё обычно включается процент за пользование денежными средствами, о нём договариваются сразу при заключении сделки.
В итоге продавец быстро получает нужные ему деньги на приемлемых условиях и уверенность, что ценные бумаги к нему вернутся.
Отличие РЕПО от встречной купли-продажи в том, что эта сделка учитывает особенности рынка ценных бумаг. Продавец, расставшись на время со своими бумагами, не потеряет доходы по ним.
Если за время между первой и второй частями сделки на ценные бумаги будут начислены дивиденды, купонные выплаты или процентный доход — они по закону попадут к текущему владельцу бумаг. При этом он обязан передать все полученные доходы продавцу по первой части сделки, даже если этот доход ещё фактически не получен. Как и когда — определяется в их договоре.
Дивиденды, купоны и другие премии по ценным бумагам, участвующим в сделках РЕПО, принадлежат первоначальному продавцу. И должны быть переданы ему в любом случае."
AIA_0006_0026,AIA_0006,# **Какие риски у сделок РЕПО**,"Первый риск — финансовая несостоятельность любого из участников.
Покупатель по договору РЕПО может не получить назад свои деньги, если за время между первой и второй сделками продавец ценных бумаг не найдёт средства, чтобы выкупить у него бумаги по «обратному РЕПО». Тогда ценные бумаги так и останутся у их покупателя.
Есть риск и у продавца по «прямому РЕПО»: он может не получить свои ценные бумаги обратно, если их покупатель по каким-либо причинам не выполнит обязательства. Например, тот успел продать ценные бумаги, а купить такие же для возврата не сумел. Или если ценные бумаги (например, облигации) за это время будут погашены и выйдут из обращения.
Второй риск — если стоимость ценных бумаг, с которыми заключена сделка, за это время очень сильно изменится. Тогда вторая часть сделки станет очень невыгодной для одной из сторон, и появится риск невыполнения обязательств, что приведёт к невозврату средств."
AIA_0006_0027,AIA_0006,# **Переоценка актива по договору РЕПО**,"Чтобы снизить риски неисполнения второй части сделки, в договор РЕПО можно включить возможность переоценки актива, заранее определив основания для неё и порядок такой переоценки.
Например, если вы являетесь продавцом по договору РЕПО и акции компании «ХХХ» снизились в цене с 1000 рублей до 800 рублей, то вы можете столкнуться с необходимостью внести компенсационный или маржинальный взнос. Для этого есть два способа:
-
«компенсационный взнос», когда продавец либо возвращает покупателю часть полученных денег, либо добавляет в сделку такие же ценные бумаги, и от этого, соответственно, меняются обязательства по второй части сделки РЕПО;
-
«маржинальный взнос», когда дополнительное обеспечение со стороны продавца — деньгами или ценными бумагами — не включается в сделку РЕПО и не меняет обязательства по её второй части. В этом случае активы для дополнительного обеспечения могут быть любыми: деньги в любой валюте и любые ценные бумаги.
А если акции компании «ХХХ», наоборот, существенно подорожали, например, с 1000 рублей до 1300 рублей, то уже вы можете потребовать у их нынешнего владельца вернуть часть акций или доплатить деньгами.
Переоценка — важный механизм, который можно предусмотреть в сделке РЕПО для снижения риска неисполнения обязательств по второй части сделки."
AIA_0007_0028,AIA_0007,# **Что такое структурные облигации**,"**Структурная облигация** — это облигация, владелец которой имеет право на получение выплат по ней в зависимости от наступления или ненаступления одного или нескольких обстоятельств.
Такие обстоятельства могут быть разными:
-
изменение цен (курса) на референсный (базовый) актив — акции, облигации, валюта, товары и т. д. — а также изменение уровня инфляции и процентных ставок;
-
исполнение или ненадлежащее исполнение юридическими лицами, государствами или муниципальными образованиями своих обязательств (за исключением договора поручительства и договора страхования);
-
иные обстоятельства, предусмотренные федеральным законом или Банком России.
Доход инвестора по структурным облигациям складывается из номинальной стоимости облигации, купонного дохода и дополнительного дохода, если он предусмотрен.
В отличие от инвестиций в обычные корпоративные или государственные облигации, доход по структурным облигациям выше, но и риски тоже."
